id,framework,title,acronym,objective,keywords,start_date,end_date,total_cost,ec_max_contribution,funding_scheme,status,topics,legal_basis
101149691,HORIZON,Disorder in ultrafast phase transitions,DISRUPT,"""DISRUPT, which stands for """"DISorder in Ultrafast Phase Transitions,"""" represents a theoretical physics initiative with the primary aim of harnessing both static and time-dependent disorder to gain full control over ultrafast phase transitions occurring in quantum materials.
A key aspiration within the realm of nonequilibrium physics is to attain the ability to manipulate the properties of quantum materials over time, offering numerous potential applications in high-impact technologies such as ultrafast electronics, probabilistic computing, and quantum computing. However, in experiments where a pump-probe approach is employed, disorder is often viewed as an unwelcome factor that threatens to undermine the vision of achieving complete control over the dynamics of quantum many-body systems through the use of light. Our objective is to challenge this conventional perspective and demonstrate that disorder serves two fundamental purposes: Firstly, it enables us to place the system in nonthermal states that would be otherwise inaccessible under equilibrium conditions (as seen in ultrafast inhomogeneous disordering). Secondly, it allows us to theoretically devise robust mechanisms for preventing the thermalization of quantum systems, with direct implications for quantum memory technology. This dual objective lies at the core of our proposal.
To accomplish these objectives, we plan to implement, for the first time according to our knowledge, an out-of-equilibrium extension of real-space Dynamical Mean Field Theory. This will enable us to investigate both the (absence of) thermalization in correlated electron systems experiencing static quenched disorder (Many-Body Localization) and the ultrafast inhomogeneous disordered transition in vanadium dioxide involving annealed time-dependent disorder.""","Inhomogeneous disordering,  noise and fluctuations,  electron-phonon interaction,  electron-electron interaction,  ultrafast phase transitions,  many-body localization,  statistical DMFT,  condensed matter",2025-03-01,2027-02-28,0.00,195914.88,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2023-PF-01-01,HORIZON.1.2
101170817,HORIZON,Molecules as electronically open quantum systems,OpenQuantum,"To control chemistry we must understand it, and this requires a fundamental quantum mechanical description. Today we have a highly mature state of accurate quantum chemical modeling of molecules. A central assumption in these models is that the molecules have a fixed number of electrons, i.e., that they are electronically closed.  Recent experiments show great promise for probing chemical understanding and inducing chemical reactivity by passing a current of electrons through the molecule. Hence, quantum chemical models which can treat molecules as electronically open quantum systems are urgently needed. 
 The mission of OpenQuantum is to establish the field of electronic wave function theory for electronically open systems.  I will establish high-level models within the open quantum system formalism  and develop it into a validated computational toolbox. Computationally efficient and versatile wave function implementations connected to multiscale environment models provide tools for investigating ground and excited state properties under open conditions. I will provide a detailed theoretical and computational description of how molecules are modified through electric currents, and explore possibilities that emerge in chemistry through fundamental knowledge of molecules as open quantum systems. The new methodologies and insight that OpenQuantum will bring are crucial to push the underlying understanding of excited states and redox stability of open molecules toward the use of electric current to catalyze and modify chemical reactions.",,2025-06-01,2030-05-31,1996840.00,1996840.00,HORIZON-ERC,SIGNED,ERC-2024-COG,HORIZON.1.1
101087184,HORIZON,A quantum chemical approach to dynamic properties of real materials,CC4DYN,"Computational materials science, using ab initio simulations and high-performance computing, is expected to play a key role in realizing the vision of ‘materials by design’. However, the goal to discover game-changing materials with scientific and industrial relevance requires highly accurate ab initio methods for excited state as well as ground state properties of atoms, molecules and solids. So far, due to the computational complexities involved, methods with systematically improvable accuracy for condensed matter systems, such as coupled-cluster theories, are mostly limited to the study of ground state properties in the clamped-nuclei approximation. This ambitious proposal aims at inducing a computational paradigm shift in the study of vibrational and optical properties of real materials by implementing a multitude of novel methods. On the one hand, we propose to reduce the computational cost of time-dependent equation-of-motion coupled-cluster theory by several orders of magnitude compared to existing approaches. On the other hand, coupled-cluster atomic forces will be implemented for machine-learning force fields in the Gaussian approximation potentials framework. Together, the proposed methods have the potential to achieve an unprecedented level of accuracy and system size for the prediction of a wide range of material properties including optical spectra and phonon frequencies. We seek to employ the newly developed approaches to resolve a number of long-standing discrepancies between theoretical predictions and experimental findings for dynamic properties of defects, molecular crystals and layered materials. These carefully selected systems highlight key problems of currently available ab initio methods and novel approaches that go beyond the state of the art will have an enormous impact in all areas of physics, chemistry and computational materials science.","First Principles simulation, Many-electron theories, Ab initio, Quantum Chemistry, Coupled, Cluster theory",2023-08-01,2028-07-31,1999288.00,1999288.00,HORIZON-ERC,SIGNED,ERC-2022-COG,HORIZON.1.1
101062717,HORIZON,Quantum Chemical Design of Molecular Magnets,ezEmbedMagnet,"A reliable ab initio description of molecular magnets is key to developing a new era of quantum devices that will be more efficient and easier to tune by structural modification of their building units. However, quantum mechanical treatment of such systems is challenging due to their multi-configurational wavefunctions, requiring a well balanced description of their constituent electronic configurations. Furthermore, these systems are often large magnetic molecules or atoms deposited on supports whose models include hundreds of atoms, hampering the application of accurate ab initio methods; yet small energy gaps (from tens to hundreds of wavenumbers) call for quantitative accuracy. The aim of this project is to design new molecular magnets, practical for real-world applications. To this end, I will employ a new and affordable computational strategy that combines accurate equation-of-motion coupled-cluster (EOM-CC) theory on the magnetic center with more approximate density functional theory (DFT) on the remainder, avoiding costly EOM-CC calculations on the full system. I will combine interdisciplinary approaches, EOM-CC-in-DFT for open-shell species and tools computing magnetic properties from ab initio calculations, to determine how microscopic interactions (spin-orbit and Zeeman) contribute to macroscopic magnetic properties and how these are optimized in two model systems: (i) a cobalt(II) single-molecule magnet and (ii) single cobalt atoms on the MgO(001) and Cu(111) surfaces. This project will enable, through collaboration between researchers with complementary expertise, a transfer of knowledge across multiple fields, such as solid-state physics, quantum chemistry, and molecular magnetism. Via research training including a secondment, I will explore new approaches; e.g. modelling metal surfaces, periodic wavefunction theories, and periodic embedding theories, which will be crucial to cultivating my place as an expert in this field.","Electronic structure, Open-shell species, Magnetic properties, Quantum technologies, Quantum embedding theories, Equation-of-motion coupled-cluster theory",2022-11-01,2024-10-31,0.00,175920.00,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2021-PF-01-01,HORIZON.1.2
101226674,HORIZON,Neuromorphic computing and signal processing training network,MINDnet,"The exponential surge in artificial intelligence (AI), internet traffic, and online services demands a revolutionary leap in devices, computing architecture, and integration technologies. Current digital computing platforms, driving societal progress, are hitting fundamental limits such as quantum tunneling and facing technical challenges like energy efficiency and heat dissipation. As a result, the progress in AI is slowed down by speed bottlenecks, massive energy consumption, and limited access to AI technologies as only selected large industrial players can afford to commit the required resources. Inspired by the brain’s powerful and energy-efficient processing capabilities, neuromorphic computing presents a promising solution to these critical issues. However, to fully harness neuromorphic computing’s potential, a holistic optimization - from individual computing devices to the overall architecture, including a focus on applications, and training methods - across multiple technological platforms - photonics, electronics, biological neurons - is critically needed.  The proposal of MINDnet addresses these urgent challenges through an interdisciplinary approach, bridging traditionally separate fields. MINDnet’s mission is to train 15 Doctoral Candidates, forming the next generation of leading scientists and expert researchers in the field of neuromorphic computing.  MINDnet leans on a consortium of 10 beneficiaries - 7 universities, 1 tech-transfer research center, 1 multinational, 1 SME - complemented by 6 associated partners – 1 multinational, 2 SMEs, 2 tech-transfer research centers, and 1 academic.  The consortium spans over 8 European countries, combining experts in 5 research disciplines - photonics (DTU, UNITN, USTRATH), electronics (UCL, HPE, FZJ, SCS), nonlinear dynamics (TUIL) and machine learning (UNIPI, TUG), - as well as a strong focus on the 5 applications - telecom (NVIDIA, HHI), sensing (FCAP), geolocation (AT), space (NB),  and biomedical (UNITN).","neuromorphic computing,  nonlinear dynamics,  machine learning",2026-01-01,2029-12-31,0.00,4664170.08,HORIZON-TMA-MSCA-DN,SIGNED,HORIZON-MSCA-2024-DN-01-01,HORIZON.1.2
101201649,HORIZON,Computational Complexity of Noisy and Perturbed Quantum Systems,CCnoisyQC,"The field of quantum computation has matured tremendously since the early remarkable discoveries of exponential quantum algorithms speed ups, quantum error correction and fault tolerance. However, some of the most basic, fundamental questions, remain a challenge. What are the conditions for quantum fault tolerance, and what are its fundamental limitations? What other problems admit quantum algorithmic speed ups, and how can we design new quantum algorithms? Can quantum Hamiltonian complexity be more relevant to phenomena that physicists encounter in the lab? Can we provide evidence for scalable quantum advantage on near term devices?

To make progress on these major challenges, this proposal focuses on one overarching theme: the effect of noise and perturbation on computational complexity of quantum systems. For quantum algorithms, we propose to treat noise and perturbations as a tool, rather than an obstacle, and to introduce those deliberately in quantum algorithm design. We aim to develop a mathematical theory of quantum fault tolerance, and within it, study the conditions for this remarkable phenomenon to hold. In quantum complexity we will address questions such as the sensitivity of quantum complexity to perturbations; while the quantum complexity of naturally noisy systems without error correction will be studied in the attempt to make progress on demonstrating quantum advantage in near term devices.

We postulate that the theme of noise and perturbations not only underlies these questions, but also connects them in deep and insightful ways. We hope to use this perspective to make significant progress and open new frontiers both on important challenges within fault tolerance, quantum algorithmic advantage and quantum complexity, from the computer science side, as well as on our
understanding of multi-partite entanglement, stability, relaxation times and the transition from quantum to classical, from the physics side.","quantum fault tolerance, quantum algorithms, quantum Hamiltonian complexity, quantum error correction,   quantum computational complexity, quantum algorithmic speedups, quantum to classical phase transitions,  quantum self correcting memory, adiabatic algorithms, quantum walks, quantum advantage, quantum PCP, quantum LDPC codes,  PE3_15 Statistical physics: phase transitions, condensed matter systems, models of complex systems,  interdisciplinary applications",2025-08-01,2030-07-31,0.00,2498125.00,HORIZON-ERC,SIGNED,ERC-2024-ADG,HORIZON.1.1
101199663,HORIZON,"Representation theory, equivariant topology and Langlands duality via fixed point schemes",ViaFiPoS,"We propose a three-way dictionary between representation theory of complex semisimple Lie groups,
equivariant topology of affine Schubert varieties and mirror symmetry for Langlands dual Hitchin systems
via the language of fixed point schemes. This unified framework will yield new insights and advances
within these fields, with applications extending to other areas of mathematics and quantum physics.

We introduce big algebras, which are commutative algebras attached to representations of complex 
semisimple Lie groups. We view them as commutative avatars of the representation because they bring
together a wealth of sophisticated information, including a novel ring structure on multiplicity spaces,
the weight diagram and crystal structure.

We geometrize the study of equivariant cohomologies of various varieties with group action by 
representing them as rings of functions of certain fixed point schemes of the group action. Adopting this
perspective, we propose novel scheme-theoretic counterparts to several fundamental constructions in
algebraic topology, such as equivariant integration, Hodge and Lefschetz theory. For affine Schubert
varieties, these counterparts offer an alternative topological approach to understanding big algebras.

Due to our central observation that the Hitchin integrable system on various Lagrangians can be modelled
by the spectrum of equivariant cohomology and big algebras, we propose a host of computational tests
of conjectured mirror branes of Kapustin–Witten in Langlands dual Hitchin systems.

We explore several applications, including polynomial relationships between quantum numbers in baryon
multiplets; a big algebra approach to Kashiwara’s conjecture on affine crystals; compatibility with Langlands 
duality, endoscopy, transfer and character formulas in the relative Langlands program; geometrization of 
various q = −1 phenomena and cyclic sieving in algebraic combinatorics.","representations of Lie groups, group actions on varieties, equivariant topology, Hitchin integrable system, Langlands duality",2026-03-01,2031-02-28,0.00,2499576.00,HORIZON-ERC,SIGNED,ERC-2024-ADG,HORIZON.1.1
101200505,HORIZON,Classical and Semiclassical Aspects of Amplitudes,ClassicPlus,"Recently, an entirely new class of observable in quantum field theory has been discovered. These observables, which I discovered with my collaborators, make contact with the exciting physics of gravitational waves, and have been used to determine the state-of-the-art expression for the gravitational waveform emitted as two black holes scatter. 

Yet these observables, given in terms of scattering amplitudes, also lead to a number of major open questions:

1. How can we compute bound state gravitational waveforms from quantum field theory?
2. What is the infrared physics of the new observables?
3. The observables are quantum-mechanical at their heart. Can we use them to compute the Hawking radiation, for the first time, in full quantum field theory?

Answers to these questions will transform our understanding of the quantum field theory of gravity.",,2025-09-01,2030-08-31,0.00,2491053.00,HORIZON-ERC,SIGNED,ERC-2024-ADG,HORIZON.1.1
101170362,HORIZON,Computing with Light and Sound,SOUND-PC,"In contemporary times, intricate challenges, whether they pertain to climate dynamics or economic processes, necessitate the handling of big data and sophisticated intelligent systems. At the core of these systems are digital neural networks that can undergo training. Neural networks based on photonic connections can be an adequate alternative, as they come with a broad bandwidth, high processing speed, and integrability with existing electronic chips. However, so far optical neural networks are mostly based on fixed elements whose connections are difficult to reconfigure. 

In my project SOUND-PC, I aim at creating an alternative architecture to control the photonic siblings of neural networks and will pioneer the approach of using light-sound interactions for the implementation of an optical neural network. The basis for this project lays in nonlinear optics, optoacoustics, stimulated Brillouin scattering, and optical computing.

The main goal of SOUND-PC is to experimentally demonstrate several approaches which use the interaction of traveling acoustic waves with light waves for optical neural networks. This concept has the potential to enable a highly reconfigurable computing architecture in one single optical waveguide that can use inputs in the frequency, spatial or time domain with flexible connection of nodes based on optoacoustic interaction. These approaches can potentially be transferred to the quantum domain and contribute to the new emerging field of quantum neural networks.

To achieve the main goal of SOUND-PC, I will harness nonlinear optical effects and optoacoustic interactions to address the following objectives:

1) Optoacoustic computing in the frequency domain
2) In-network computing realized by a distributed optoacoustic approach
3) Mode-processor in the spatial domain via topological-selective Brillouin scattering
4) Feasibility study of transferring optical computing architectures to the quantum domain.","Nonlinear optics, stimulated Brillouin scattering, optoacoustics, optical computing, optical signal processing, optical neural networks, fiber optics, integrated optics",2025-12-01,2030-11-30,2998560.00,2998560.00,HORIZON-ERC,SIGNED,ERC-2024-COG,HORIZON.1.1
101171295,HORIZON,It takes three to tango: semiconductors with three bands for a new generation of optoelectronic devices,TANGO,"Semiconductors, halfway between metals and insulators, are at the heart of the optoelectronic applications that have revolutionized our world for the last 70 years. Their hallmark characteristic is the existence of two electronic bands—the conduction and valence bands (CB and VB)—separated by a forbidden energy gap, which enables electrical and optical access to two distinct electronic populations. 3-band materials (3BM) represent a new class of semiconductor featuring three electronic bands and three energy gaps (one between each pair of bands). The driving force behind two decades of 3BM research has been the development of high-efficiency solar cells. Yet, all the attempts to fabricate an operational 3-band solar cell either failed or proved to be unpractical mainly due to a fundamental reason: the impossibility of the 3BM candidates to maintain three distinct electronic populations at room temperature (RT), due to strong interband thermal coupling. TANGO aims to overcome this hurdle by implementing an innovative band-engineering strategy. A family of functional 3BMs will be achieved via precise tailoring of the band structure of hybrid heterocrystals comprising quantum dots (QD) in a perovskite matrix (QDIP). In this approach, the QD electronic states give rise to a third band thermally decoupled from the VB and CB even at RT. The successful implementation of QDIP-based 3BMs (Objective 1) will permit the fabrication of the first operational 3-band solar cell (Objective 2), setting a new landmark that could lead to cheap high-efficiency photovoltaics.Beyond solar cells, the unique properties of 3BMs, which allow for external access to three electronic populations, will be leveraged to develop a groundbreaking device: the 3-band transistor (Objective 3), able to switch among three logic states. The demonstration of such a 3-state element would imply a breakthrough in the field of multivalued digital logic, which promises enhanced computation and storage capacity.","quantum-dot-in-perovskite, intermediate band solar cells, halide perovskites, colloidal quantum dots",2026-02-01,2031-01-31,2715696.00,2715696.00,HORIZON-ERC,SIGNED,ERC-2024-COG,HORIZON.1.1
101116043,HORIZON,Three Dimensional Quantum Nanomaterials,3DNanoQuant,"Quantum nanomaterials are highly relevant for today’s society, playing a key role in existing technologies, and promising revolutionary changes addressing global issues, with the possibility for new computing architectures, and highly efficient devices.
Until now, most studies of quantum nanomaterials have been two dimensional. Extending to three dimensions results in opportunities for increased density and interconnectivity, with the possibility to go beyond the physics of planar systems. This has recently been exemplified by nanomagnetism, where advances in methodologies have driven breakthroughs in our physical understanding, leading to the discovery of exotic spin textures, non-reciprocal dynamics and curvature-induced effects. However, the extension of a wider range of quantum nanomaterials to 3D geometries faces experimental challenges.
In this ERC project I propose to explore the physics of quantum nanomaterials in three dimensions, developing state-of-the-art experimental techniques, establishing a common experimental methodology, to study the fundamental physics of 3D quantum nanomaterials. 
This project will address three scientific cases. First, I will develop 3D antiferromagnetic imaging to explore the formation of topological textures in antiferromagnets, and their current-induced dynamics. Second, I will measure the dynamics of 3D nanomagnets, realising non-reciprocal domain wall motion and spin waves in a low-symmetry 3D geometry. Third, I will harness new nanofabrication capabilities to explore the physics of 3D superconducting nanocircuits, achieving local control of the state, as well as exploring the behaviour of superconducting vortices.
This project will lead to advances both in experimental capabilities, and in our understanding of the influence of 3D nanogeometries on the physics of quantum materials. The project will facilitate a change of paradigm for quantum nanomaterials, impacting both fundamental research and technological applications.",,2024-01-01,2028-12-31,1500000.00,1500000.00,HORIZON-ERC,SIGNED,ERC-2023-STG,HORIZON.1.1
101212401,HORIZON,A Foundation Model for Lattice QCD: Learning to Understand the Standard Model and Beyond,FoundLatt,"""Despite describing fundamental physics with spectacular accuracy, the Standard Model of particle physics is known to be incomplete. As experimental programmes probe its boundaries at higher energies and with better precision, it is critical that measurements are faced with fully controlled theory predictions. Lattice simulations of Quantum Chromodynamics (QCD) form a major pillar of this effort. However, even with increasing computing capacity, many lattice QCD calculations will not be possible without new techniques.

FoundLatt aims to solve this challenge by developing the first machine learning (ML) foundation model for lattice QCD. As exemplified by the highly successful ChatGPT, these large, general-purpose models have recently shown great promise in other contexts. Combining methods from these contexts with specialised ML methods that already accelerate specific lattice QCD tasks, I will create a lattice QCD foundation model that performs multiple challenging tasks over a range of physical parameters. The main innovation of this programme is a """"train once, use forever"""" methodology, which will involve a centralised investment of effort that supersedes impractical training of non-reusable models.

This objective will be achieved via three complementary work packages (WPs). My team and I will develop and train a foundation model capable of two critical tasks, importance sampling and precise estimation of observables, first for a reduced model of QCD (WP1) and then the full theory of QCD (WP2). We will also develop a method to learn a """"quantum perfect"""" action for QCD, then fine-tune the foundation model to accomplish this (WP3). Such an action has zero lattice discretisation artefacts, thereby removing one of the largest sources of systematic uncertainty. The main output of FoundLatt will be an ML model that is shared openly with the lattice QCD community, unlocking state-of-the-art theory predictions for the next generation of new physics searches.
""","Machine learning, Generative models, Lattice QCD",2026-09-01,2031-08-31,1491488.00,1491488.00,HORIZON-ERC,SIGNED,ERC-2025-STG,HORIZON.1.1
101219560,HORIZON,Assembling Ultracold Mesoscopic Dipolar Quantum Systems,UltraMeDiQs,"The overarching goal of the project is to develop, test, and explore a novel platform based on a new class of ultracold molecules with unprecedentedly large polar interactions, one to two orders of magnitude larger than for existing ultracold molecular species. This platform will enable a unique series of experiments to study controlled collisions and novel phenomena at the transition from few- and many-body physics.

Molecules with electric dipole moments experience anisotropic long-range interactions and at ultracold temperatures, the quantum nature of these interactions enables applications in quantum chemistry, quantum simulation and quantum computation. The selection of molecules was so far limited to molecules that can be directly laser-cooled or that are composed from ultracold alkali atoms. By contrast, UltraMeDiQs will use optical tweezer arrays as a versatile approach to associate individual ultracold silver (Ag) and cesium (Cs) atoms to molecules. CsAg features an almost ionic bond and therefore a remarkably large electric dipole moment — large enough to create for the first time ultracold molecular ensembles deep in the strongly interacting regime.

The high dipole moment of CsAg makes it also an ideal candidate to investigate so-called field-linked molecules with lifetimes exceeding 10 s. This in turn will enable the deterministic study of (in)elastic collisions involving these states, the formation of weakly bound metal cluster states, and the potential expansion of these clusters to many-body states.

UltraMeDiQs will investigate few- and many-body mesoscopic quantum systems with large dipolar interactions using CsAg as constituents in optical tweezer arrays and optical lattices. The flexibility of the platform and tunability of the dipole interaction will, for instance, enable the simulation of topological optical phonons in a wide range of lattice configurations and the formation of dipolar quantum Wigner crystals.","ultracold molecules, quantum simulation",2026-01-01,2030-12-31,2311522.50,2311522.00,HORIZON-ERC,SIGNED,ERC-2025-STG,HORIZON.1.1
101117835,HORIZON,A Rosetta Stone for Robust Observables of Topological States from Symmetry Group Theory,TopoRosetta,"Solid-state materials hosting topological insulating (TI) states have been intensely studied following predictions that their bulk and surface features may serve as robust platforms for spintronics, quantum computing, and magnetoelectric responses. 3D topological crystalline insulator (TCI) states protected by crystal symmetries have also been predicted, and through first-principles (DFT) calculations, thousands of candidate TIs and TCIs have been identified, including correlated charge-density-wave and magnetic variants. Though topological materials can readily be mathematically classified, we still do not know the bulk experimental signatures and advantageous properties of most topological states, limiting their practical applicability in chemistry, materials science, and quantum devices. To unlock the immense promise of solid-state TIs and TCIs, I propose to leverage the group theory of crystal symmetries to produce a Rosetta Stone to translate the mathematical topological classification into robust and intuitive experimental observables, such as the spin and charge trapped by defects and new electromagnetic responses. First, we will devise theories of topological spin-, orbital- (valley-), and layer-resolved bulk, surface, and crystal defect responses in 3D TCIs and introduce numerical methods for their identification in real materials. Next, we will for the first time construct a position-space, symmetry-based methodology for systematically enumerating and analyzing superconducting (SC) TCIs, which may host excitations advantageous to the storage and manipulation of quantum information. We will introduce the fundamentally new notion of SC symmetry groups to characterize SC TCIs by exploiting tension between their position- and momentum-space descriptions. This will uniquely allow us to side-step specifying the mechanism or strength of the SC order. For both lines of inquiry, we will apply data mining and DFT to identify and characterize material candidates.","Topological phases of matter, topological materials",2023-11-01,2028-10-31,1499804.00,1499804.00,HORIZON-ERC,SIGNED,ERC-2023-STG,HORIZON.1.1
101076972,HORIZON,Turning gold standard quantum chemistry into a routine simulation tool: predictive properties for large molecular systems,aCCuracy,"We propose comprehensive theoretical method development targeting a long-standing dilemma in molecular 
quantum simulations between controllable predictive power and affordable computational time. While the
outstanding reliability of quantum chemistry’s gold standard model is repeatedly corroborated against experiments, 
its traditional form is limited to the size of an amino acid molecule. By exploiting the short-range nature
of leading interaction contributions, a handful of groups, including ours, have recently extended the reach of
such quantitative energy computations up to a few hundred atoms. However, these state-of-the-art models are
still too demanding and are not at all equipped to compute experimentally relevant dynamic, spectroscopic, and
thermodynamic molecular properties.

Thus, to break down these barriers, we will further accelerate our cutting-edge gold standard methods up
to few 1000 atoms via concerted theoretical and algorithmic developments, and high-performance software
design. Additionally, we will take into account biochemical, crystal, and solvent environment effects via 
cost-efficient embedding models. For the first time, we will also derive and implement practical approaches to
compute static and dynamic observable properties for large molecules at the gold standard level. The exceptional 
capabilities of the new methods will enable us to study challenging chemical processes
of practical importance which are not accessible with chemical accuracy for any current lower-cost alternative.
We aim at modeling and understanding intricate covalent- and non-covalent interactions governing supramolecular
and protein-ligand binding as well as the mechanism of organo-, organometallic, surface, and enzyme catalytic
reactions.

Once successful, this project we will deliver groundbreaking and open access tools for the systematically
improvable and predictive quantum simulation of large molecules in realistic conditions and environments.","quantum chemistry,  wave function theory, quantum chemical method development, algorithm design in quantum chemistry, coupled cluster theory,  many-body perturbation theory,  electron correlation calculation,  high-precision quantum chemical simulations,  computational modeling of reactions and molecular interactions",2023-07-01,2028-06-30,1175215.00,1175215.00,HORIZON-ERC,SIGNED,ERC-2022-STG,HORIZON.1.1
101120240,HORIZON,Machine Learning for Quantum,ML4Q,"""The Marie Skłodowska-Curie Doctoral Network """"ML4Q - Machine Learning for Quantum"""" provides high-level interdisciplinary, intersectoral and international training to 10 doctoral researchers who will explore how machine learning and quantum science technology can be combined to (i) extend quantum and classical machine learning based prediction of materials and matter properties and to strongly-correlated regimes, and (ii) accelerate the development of quantum technologies through machine learning, thus enabling new approaches to solving outstanding problems currently out of reach of classical computers. This has the potential to address some of the world's most pressing challenges, such as developing tools for discovering more environmentally friendly chemical processes and efficient materials, or accelerating the development of quantum technologies which will give Europe an edge in the global tech race. ML4Q fellows will realize this vision will through their individual projects and interdisciplinary collaborations reinforced by a comprehensive training program which combines cutting-edge research with a focus on networking, career development for academic and non-academic career paths, open science and responsible research and innovation for society, that will enable them to shape emerging technologies and the next digital transformation in Europe. The consortium consists of 5 academic and 5 non-academic research partners (including 2 leading Eu QT startups) and 11 principal investigators who bring together all the necessary expertise computer science, AI and machine learning, quantum technology, and chemistry and materials science, as well as their interfaces. Together we will prepare the next generation of strong, resilient, flexible, and creative quantum and computer scientists with the combination of skills needed to meet the future needs of the rapidly evolving innovative materials, quantum technologies industries, as well as other knowledge based sectors.""","quantum machine learning, quantum science, quantum computing",2024-02-01,2028-01-31,0.00,2532872.00,HORIZON-TMA-MSCA-DN,SIGNED,HORIZON-MSCA-2022-DN-01-01,HORIZON.1.2
101040624,HORIZON,"Algorithms, Security and Complexity for Quantum Computers",ASC-Q,"As progress is made in implementing quantum computers, the question is looming: What will we do with them?
This proposal is concerned with the theoretical computer science aspects of this question. Part of this question is concerned with quantum algorithms (WP1). We know of several examples of quantum algorithms with large speedups over the best known classical algorithms, such as Shor's poly-time integer factorization algorithm. While this is evidence that quantum computers will be useful once built, it does not tell us what quantum computers will be used for in practice (probably not much factoring). To ensure that quantum computer users are best able to make use of them, we will focus on developing general techniques for the design of quantum algorithms that can be easily applied by subject-matter experts in different fields to the problems that interest them.

We will also consider the constraints of early quantum computers in our algorithm design. First, we would like to understand how the limited memory of early quantum computers will impact what they can do. Some of the most important techniques for designing quantum algorithms are already well-suited to the study of space-bounded computation, and we will generalize and improve these in WP1. To complement this, we will study lower bounds and complexity (WP2), focusing on space-bounded complexity classes, which have many relationships with other complexity classes. Second, since most early users will have to delegate their quantum computations, we would like to understand which quantum algorithms can still be used in various delegated or multiparty settings where some type of security is a consideration. We take the novel approach of using a quantum algorithmic model called span programs to design secure quantum computing protocols (WP3). It turns out that space-bounded models and secure quantum computation are very much related, and understanding this relationship is what ties this proposal together.","quantum algorithms, quantum walks, span programs, quantum complexity theory, space-bounded quantum computing, secure quantum computing",2022-07-01,2027-06-30,1499798.75,1499798.75,HORIZON-ERC,SIGNED,ERC-2021-STG,HORIZON.1.1
101061805,HORIZON,Theoretical and computational study of polymers - fluorescent proteins mixtures for applications in bio-LEDs,BIOS,"In the field of lighting, a new technology has recently appeared: the bio-LED, which makes use of derivatives of the green Fluorescent Protein (FP) as downcoverting materials. This provides a cheap, green and easy to procure replacement for the currently used rare-earths-based downconverting filters, whose sustainability is hindered by the associated costs and their ecological impact. Despite the encouraging results obtained so far, the bio-LED needs improvements in terms of stability and performances in order to become competitive in the market. BIOS (BIO-led through Simulations)  aims at addressing these issues by studying the fundamental structural and electronic properties of the FP-based filter at realistic, working conditions (i.e. high temperature) using a theoretical and computational approach. This will allow us to characterise the interactions that stabilise the FP-polymer matrix mixture, thus providing guidelines for the chemical design of components of the downconverting filters to improve thermal stability. Hybrid  approaches that makes use of molecular dynamics, molecular mechanics, quantum mechanics and analytical models will be employed to first characterise the interactions that stabilise FPs in non-physiological conditions while allowing them to maintain their optical activity, and then to study in detail the deactivation paths of the FPs, with a particular focus on thermal dissipation procceses, which currently constitute the main obstacle to the market competitiveness of the bio-LED technology. Through BIOS we will therefore obtain insight in the strategies to adopt to improve the performances of the final device.","Biomaterials, biophysics",2023-09-01,2025-08-31,0.00,165312.96,HORIZON-TMA-MSCA-PF-EF,TERMINATED,HORIZON-MSCA-2021-PF-01-01,HORIZON.1.2
101149076,HORIZON,HIPFLAPP: High Precision Flavoured Particle Production at the Large Hadron Collider,HIPFLAPP,"The project will develop and exploit theoretical calculations to study particle collisions that feature heavy flavours, namely the charm quark and beauty quark, at the Large Hadron Collider. Identifying heavy quarks is critical to pinpoint specific scattering processes and reject backgrounds, resulting in an unique opportunity to probe the structure of the proton, to improve our understanding of the Higgs mechanism and to possibly unveil the presence of new physics signals in the LHC data. On the theoretical side, the accuracy and the precision of phenomenological predictions must be increased to keep up with the progressively smaller uncertainty on experimental measurements, so that reliable comparisons with experimental data can be performed. More specifically, the project will focus on very accurate computations in quantum chromodynamics to better describe the production of flavoured particles across a wide kinematic range, so that no region of phase-space is left unexplored: these theory predictions will require a combination of both fixed-order and all-order perturbative calculations in the strong coupling constant. A public code with the implementation of the predictions for heavy hadron production at ultimate precision will be assembled, hence providing other researchers in theoretical physics and the experimental collaborations with a valuable tool in the LHC precision era.","QCD, Heavy quarks, Precision calculations",2025-09-01,2027-08-31,0.00,172750.08,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2023-PF-01-01,HORIZON.1.2
